Id,SalePrice
1461,126900.0
1462,156900.0
1463,175400.0
1464,181490.0
1465,186630.0
1466,183914.0
1467,170743.2
1468,177217.5
1469,191199.0
1470,120370.0
1471,191221.5
1472,102590.0
1473,95450.0
1474,156650.0
1475,138220.0
1476,365906.1
1477,251116.0
1478,287558.3
1479,272160.6
1480,521700.0
1481,322700.0
1482,206950.0
1483,181495.7
1484,181450.0
1485,168250.0
1486,195180.0
1487,342414.3
1488,229169.0
1489,217994.0
1490,200090.0
1491,184400.0
1492,93300.0
1493,169025.0
1494,308930.0
1495,303356.1
1496,207507.8
1497,198454.4
1498,153458.5
1499,151020.0
1500,150370.0
1501,176890.0
1502,169289.0
1503,288219.2
1504,220243.5
1505,208807.8
1506,182280.5
1507,232190.0
1508,187150.0
1509,161730.0
1510,150195.0
1511,158600.0
1512,185140.0
1513,158100.0
1514,181445.0
1515,186930.0
1516,170000.0
1517,156620.0
1518,125971.0
1519,224640.0
1520,143850.0
1521,148990.0
1522,162800.0
1523,116320.0
1524,125030.8
1525,133990.0
1526,124450.0
1527,110547.6
1528,126275.0
1529,145075.0
1530,170515.0
1531,124243.4
1532,110350.0
1533,132579.3
1534,113370.0
1535,164550.0
1536,115770.0
1537,79950.0
1538,192905.0
1539,225850.0
1540,125678.7
1541,152305.0
1542,143990.0
1543,247548.5
1544,80000.0
1545,101057.1
1546,126500.0
1547,146560.0
1548,140290.0
1549,117820.0
1550,147320.0
1551,116740.0
1552,139728.7
1553,141488.7
1554,113700.4
1555,164180.0
1556,97699.3
1557,142293.4
1558,94860.0
1559,132963.4
1560,178308.4
1561,166550.0
1562,120420.0
1563,123030.0
1564,149779.6
1565,166000.0
1566,223900.0
1567,85729.3
1568,219950.0
1569,146615.0
1570,109700.0
1571,125490.0
1572,144600.0
1573,234250.0
1574,148230.0
1575,207868.0
1576,206687.8
1577,212255.8
1578,165220.0
1579,142470.0
1580,178470.0
1581,138447.5
1582,131015.0
1583,342028.5
1584,242725.0
1585,140500.0
1586,67850.0
1587,100620.0
1588,145685.9
1589,109000.4
1590,140900.0
1591,101445.0
1592,113585.5
1593,117855.0
1594,142840.6
1595,122393.2
1596,231790.0
1597,173950.0
1598,184235.0
1599,209840.0
1600,199150.0
1601,82730.0
1602,115610.0
1603,100740.8
1604,281690.0
1605,251056.3
1606,168270.0
1607,171962.4
1608,216148.0
1609,196419.0
1610,161193.5
1611,151620.0
1612,158175.0
1613,166420.0
1614,114165.0
1615,85320.0
1616,87620.0
1617,89300.0
1618,128365.0
1619,127370.0
1620,144136.4
1621,142830.0
1622,161190.0
1623,285200.0
1624,212335.0
1625,134050.0
1626,185620.0
1627,185850.0
1628,272950.0
1629,175730.0
1630,348674.6
1631,214953.5
1632,227050.0
1633,164890.0
1634,184090.0
1635,180180.0
1636,167529.0
1637,165150.0
1638,226450.0
1639,173640.0
1640,246119.0
1641,173400.0
1642,210945.0
1643,229673.0
1644,227330.0
1645,183250.0
1646,156995.0
1647,159130.0
1648,144380.0
1649,146890.0
1650,120575.0
1651,121690.0
1652,94000.0
1653,100850.0
1654,148900.0
1655,149180.0
1656,148850.0
1657,148950.0
1658,148540.0
1659,148640.0
1660,149560.0
1661,423967.7
1662,366266.5
1663,365091.3
1664,446870.0
1665,291792.7
1666,324966.3
1667,363420.0
1668,323219.1
1669,286694.6
1670,314427.8
1671,258550.8
1672,574077.9
1673,300328.1
1674,254927.7
1675,185235.0
1676,190020.0
1677,213078.0
1678,462095.0
1679,376225.0
