Id,SalePrice
1461,125628.3984375
1462,159598.125
1463,184532.28125
1464,188359.578125
1465,193459.1875
1466,176624.859375
1467,170394.203125
1468,165573.5625
1469,186441.53125
1470,129271.6328125
1471,201710.859375
1472,97566.546875
1473,98037.0078125
1474,154408.421875
1475,133165.1875
1476,368734.71875
1477,256653.84375
1478,289866.75
1479,255386.53125
1480,555618.75
1481,304867.59375
1482,207616.703125
1483,173739.171875
1484,168681.359375
1485,173304.75
1486,191234.390625
1487,331297.625
1488,237328.671875
1489,204286.109375
1490,213753.125
1491,190174.6875
1492,91424.3125
1493,186913.546875
1494,289434.96875
1495,292323.9375
1496,230524.375
1497,184970.984375
1498,158843.671875
1499,160218.40625
1500,150550.078125
1501,173973.953125
1502,157970.578125
1503,302138.1875
1504,232943.171875
1505,223795.140625
1506,180842.015625
1507,241589.25
1508,200087.734375
1509,159379.78125
1510,146938.109375
1511,143962.59375
1512,169762.0
1513,152698.5
1514,164225.6875
1515,184005.078125
1516,161461.46875
1517,156633.421875
1518,132324.53125
1519,222502.3125
1520,137616.671875
1521,139547.375
1522,173298.03125
1523,110956.6484375
1524,119582.6015625
1525,127730.8125
1526,124658.2578125
1527,102570.2265625
1528,132071.21875
1529,144247.546875
1530,168389.1875
1531,99870.890625
1532,100454.3828125
1533,136153.4375
1534,116452.4453125
1535,154834.890625
1536,112348.3125
1537,72890.875
1538,175573.203125
1539,210056.6875
1540,102761.6796875
1541,137490.984375
1542,142673.34375
1543,213819.90625
1544,75191.8359375
1545,105230.5859375
1546,126763.078125
1547,131011.46875
1548,128855.6953125
1549,109284.734375
1550,145924.484375
1551,113649.6328125
1552,132768.359375
1553,151864.625
1554,110342.4609375
1555,170904.1875
1556,90293.8984375
1557,118982.1328125
1558,99534.1328125
1559,94011.21875
1560,136383.359375
1561,151273.765625
1562,126638.359375
1563,125581.421875
1564,156332.375
1565,153387.046875
1566,229800.515625
1567,79457.0234375
1568,230867.0625
1569,147519.796875
1570,130930.9765625
1571,120952.9375
1572,146855.390625
1573,247035.671875
1574,130237.984375
1575,223013.484375
1576,225855.21875
1577,194310.171875
1578,150385.640625
1579,140288.734375
1580,189035.25
1581,144391.75
1582,125622.1875
1583,335037.8125
1584,233897.484375
1585,141821.875
1586,69137.2578125
1587,92687.8125
1588,151092.296875
1589,95595.59375
1590,132555.15625
1591,99768.2265625
1592,121784.5078125
1593,130333.0703125
1594,128398.578125
1595,124385.8203125
1596,240980.5
1597,195942.171875
1598,208442.859375
1599,190139.234375
1600,183839.65625
1601,74558.6640625
1602,120305.15625
1603,75805.203125
1604,279702.59375
1605,249074.8125
1606,165113.875
1607,169499.09375
1608,211822.515625
1609,188429.515625
1610,148640.9375
1611,141677.15625
1612,162454.8125
1613,159339.0625
1614,126387.7265625
1615,86948.40625
1616,79763.40625
1617,90373.625
1618,127294.953125
1619,134334.671875
1620,167039.015625
1621,137591.609375
1622,141676.015625
1623,287828.625
1624,219251.203125
1625,129256.2578125
1626,170461.6875
1627,188607.71875
1628,277200.78125
1629,178056.328125
1630,386076.6875
1631,223190.3125
1632,244323.734375
1633,167864.484375
1634,183106.671875
1635,184233.140625
1636,157663.640625
1637,180092.71875
1638,204513.453125
1639,176900.25
1640,258369.90625
1641,180078.453125
1642,221703.640625
1643,226472.0625
1644,225726.46875
1645,175445.3125
1646,157273.140625
1647,167621.65625
1648,132943.71875
1649,134011.625
1650,117734.640625
1651,124309.5859375
1652,97990.140625
1653,95241.8125
1654,151319.640625
1655,152799.09375
1656,150989.90625
1657,151779.5
1658,151693.40625
1659,138947.59375
1660,149919.609375
1661,475297.21875
1662,397855.96875
1663,384555.84375
1664,514193.03125
1665,304421.75
1666,333934.78125
1667,378452.5625
1668,327882.78125
1669,295844.3125
1670,340786.78125
1671,263295.0
1672,540415.8125
1673,300518.0625
1674,248433.21875
1675,181533.140625
1676,186543.96875
1677,208680.6875
1678,519302.125
1679,430706.1875
1680,334613.59375
1681,262146.5
1682,316124.3125
1683,179101.8125
1684,175019.109375
1685,174518.625
1686,171178.609375
1687,165121.765625
1688,182883.609375
1689,191470.46875
1690,189192.65625
1691,177098.734375
1692,265906.71875
1693,166166.515625
1694,181614.75
1695,167041.828125
1696,276528.8125
1697,167674.546875
1698,380333.40625
1699,320157.875
1700,247816.796875
1701,265549.0625
1702,252827.375
1703,245958.890625
1704,295552.5
1705,231367.703125
1706,478326.875
1707,223060.40625
1708,208053.140625
1709,271922.625
1710,226213.8125
1711,259716.5
1712,250089.796875
1713,262825.4375
1714,226022.0
1715,203047.453125
1716,175658.96875
1717,171038.875
1718,135437.625
1719,201997.796875
1720,249428.15625
1721,169319.921875
1722,128702.9765625
1723,156083.125
1724,213883.6875
1725,240095.28125
1726,185905.9375
1727,163794.46875
1728,182147.453125
1729,160776.953125
1730,159848.265625
1731,119519.4140625
1732,130270.6640625
1733,124346.09375
1734,124000.15625
1735,133091.28125
1736,113653.078125
1737,331175.46875
1738,213118.3125
1739,277517.875
1740,211475.703125
1741,185560.484375
1742,173271.515625
1743,171834.375
1744,299799.875
1745,225705.875
1746,222750.5
1747,219964.234375
1748,216784.171875
1749,151842.8125
1750,130460.2265625
1751,228759.484375
1752,121464.609375
1753,143426.015625
1754,205860.5
1755,169731.28125
1756,125359.671875
1757,119611.0546875
1758,143930.765625
1759,159038.5625
1760,162904.515625
1761,142314.71875
1762,168315.546875
1763,175852.765625
1764,119560.3671875
1765,169287.875
1766,178417.296875
1767,209229.875
1768,140879.0
1769,171151.0
1770,144255.0625
1771,133067.75
1772,136844.90625
1773,127698.03125
1774,132529.03125
1775,133233.796875
1776,124787.84375
1777,116351.546875
1778,137045.65625
1779,117115.1875
1780,176752.0
1781,130067.890625
1782,95497.796875
1783,132983.25
1784,98934.1015625
1785,120049.5078125
1786,144305.078125
1787,170971.875
1788,55962.01171875
1789,93492.125
1790,90594.3203125
1791,186696.828125
1792,149784.359375
1793,139134.171875
1794,144703.390625
1795,134022.53125
1796,124382.5859375
1797,120352.7578125
1798,122717.1640625
1799,115536.0625
1800,138873.546875
1801,124106.9375
1802,145816.765625
1803,151876.46875
1804,137084.40625
1805,135071.765625
1806,111635.8515625
1807,140884.953125
1808,121811.828125
1809,116094.4609375
1810,146076.34375
1811,100358.4296875
1812,103380.5625
1813,118022.2421875
1814,95333.59375
1815,58923.51953125
1816,92529.0859375
1817,124022.5
1818,139544.921875
1819,121698.3125
1820,69082.140625
1821,113473.8671875
1822,156910.984375
1823,39677.0390625
1824,134394.359375
1825,128874.5078125
1826,103713.625
1827,107624.8203125
1828,129307.515625
1829,113980.2734375
1830,140143.0
1831,163772.828125
1832,90664.2421875
1833,139967.265625
1834,120491.3203125
1835,155002.875
1836,117633.7421875
1837,85897.59375
1838,115736.0703125
1839,84831.3359375
1840,157856.5
1841,147244.796875
1842,88112.09375
1843,133973.03125
1844,138603.359375
1845,144398.453125
1846,160842.40625
1847,160452.171875
1848,55815.86328125
1849,111903.4765625
1850,124724.4765625
1851,149284.453125
1852,125934.3125
1853,134677.75
1854,171806.453125
1855,146752.875
1856,223682.390625
1857,161322.6875
1858,136499.1875
1859,125297.8046875
1860,147398.03125
1861,125530.9296875
1862,293485.5625
1863,284941.625
1864,284941.625
1865,340080.0625
1866,328995.40625
1867,245191.9375
1868,304216.625
1869,201383.046875
1870,246747.09375
1871,250593.671875
1872,172904.453125
1873,233676.25
1874,141249.78125
1875,206872.796875
1876,191552.203125
1877,215789.640625
1878,208931.46875
1879,136959.15625
1880,132910.3125
1881,239896.796875
1882,253535.78125
1883,195088.578125
1884,209558.078125
1885,262452.9375
1886,306675.5625
1887,206837.046875
1888,277924.21875
1889,164958.21875
1890,124722.0078125
1891,139553.109375
1892,110863.546875
1893,132156.6875
1894,125638.8125
1895,141797.65625
1896,124167.171875
1897,120710.9140625
1898,109601.515625
1899,155812.359375
1900,149648.890625
1901,175960.140625
1902,166230.796875
1903,219591.296875
1904,150708.546875
1905,190733.015625
1906,167305.53125
1907,217328.46875
1908,115113.1484375
1909,135358.171875
1910,122531.734375
1911,221526.59375
1912,294650.59375
1913,150533.578125
1914,50712.9296875
1915,328560.5
1916,63375.1796875
1917,264680.28125
1918,139247.734375
1919,160528.28125
1920,145666.765625
1921,433058.84375
1922,330225.65625
1923,209610.21875
1924,223157.125
1925,212664.53125
1926,395630.0625
1927,132988.1875
1928,162155.484375
1929,120024.2421875
1930,135725.140625
1931,140989.015625
1932,136841.71875
1933,173846.609375
1934,181401.328125
1935,172300.3125
1936,185225.796875
1937,185203.75
1938,171513.203125
1939,236641.640625
1940,193736.9375
1941,173342.078125
1942,186757.46875
1943,205283.671875
1944,333188.15625
1945,381211.65625
1946,162909.265625
1947,323316.28125
1948,180345.25
1949,231949.53125
1950,177702.765625
1951,269357.9375
1952,225492.84375
1953,167290.375
1954,192752.453125
1955,124307.9453125
1956,280991.65625
1957,159146.28125
1958,311634.6875
1959,136207.203125
1960,113213.609375
1961,120855.0703125
1962,99187.703125
1963,104482.5859375
1964,108182.1171875
1965,144432.0
1966,152072.8125
1967,300934.5625
1968,468396.0625
1969,412134.25
1970,470883.28125
1971,462105.4375
1972,376301.46875
1973,263265.875
1974,318648.65625
1975,507426.625
1976,271192.6875
1977,354920.34375
1978,378815.9375
1979,324108.96875
1980,189964.46875
1981,355372.75
1982,229680.6875
1983,210154.203125
1984,169109.515625
1985,217722.578125
1986,210798.640625
1987,183200.734375
1988,177785.828125
1989,188811.1875
1990,217360.5625
1991,218469.09375
1992,207865.359375
1993,170729.703125
1994,240609.234375
1995,178872.640625
1996,247043.390625
1997,309700.59375
1998,343285.4375
1999,259014.078125
2000,307513.28125
2001,259762.765625
2002,234981.765625
2003,247090.203125
2004,265742.3125
2005,225398.671875
2006,238552.75
2007,244978.171875
2008,213285.53125
2009,189354.296875
2010,193773.6875
2011,140454.015625
2012,177756.578125
2013,185462.78125
2014,186382.6875
2015,202272.484375
2016,190523.890625
2017,199317.21875
2018,124317.421875
2019,133587.5625
2020,110571.03125
2021,115492.6171875
2022,181124.71875
2023,146291.75
2024,238509.078125
2025,383672.90625
2026,176964.265625
2027,152213.625
2028,153545.15625
2029,168487.984375
2030,265300.15625
2031,246008.546875
2032,271713.21875
2033,267019.90625
2034,161751.078125
2035,210864.8125
2036,192025.171875
2037,201866.5
2038,313497.875
2039,234214.9375
2040,372712.59375
2041,274782.9375
2042,199784.859375
2043,168895.375
2044,168345.625
2045,207176.890625
2046,135286.140625
2047,146674.078125
2048,136034.546875
2049,135600.546875
2050,178880.640625
2051,110697.421875
2052,125051.109375
2053,145902.78125
2054,81099.375
2055,159728.125
2056,131782.796875
2057,123457.0703125
2058,223493.4375
2059,142551.015625
2060,164755.1875
2061,180105.09375
2062,136601.25
2063,112506.6484375
2064,135894.96875
2065,121176.4453125
2066,172970.3125
2067,124591.5625
2068,129307.1875
2069,78379.0546875
2070,104409.2265625
2071,92863.7421875
2072,133305.65625
2073,139389.671875
2074,180034.5
2075,144367.921875
2076,115133.3671875
2077,147914.265625
2078,133926.0
2079,133839.03125
2080,113277.5390625
2081,126505.75
2082,117163.5234375
2083,142496.9375
2084,108794.0703125
2085,122575.2421875
2086,124122.3046875
2087,118137.0
2088,103162.9296875
2089,88883.75
2090,127234.4296875
2091,119289.890625
2092,121784.1171875
2093,128282.4921875
2094,128613.671875
2095,150712.953125
2096,78499.8515625
2097,94585.9375
2098,141238.71875
2099,56686.5625
2100,93179.796875
2101,128921.0546875
2102,124551.7109375
2103,103088.9453125
2104,132089.171875
2105,127817.078125
2106,68651.6015625
2107,226490.9375
2108,115049.34375
2109,115022.546875
2110,132655.78125
2111,149065.4375
2112,140937.390625
2113,120131.46875
2114,110600.1875
2115,154642.875
2116,114368.7890625
2117,150403.234375
2118,126059.7734375
2119,101866.1015625
2120,109513.2109375
2121,101858.1015625
2122,101321.8046875
2123,85271.8515625
2124,177146.28125
2125,124615.8515625
2126,168378.140625
2127,140736.8125
2128,120069.171875
2129,105425.078125
2130,131384.65625
2131,146411.796875
2132,108701.84375
2133,120513.578125
2134,117209.921875
2135,97596.1953125
2136,76650.0546875
2137,107070.234375
2138,128982.890625
2139,155445.296875
2140,138593.3125
2141,140831.015625
2142,129476.328125
2143,141488.5
2144,121327.34375
2145,137058.671875
2146,159453.921875
2147,149618.984375
2148,126048.7578125
2149,146962.40625
2150,215537.265625
2151,130724.3984375
2152,180932.390625
2153,162818.34375
2154,107798.4453125
2155,132628.71875
2156,252378.265625
2157,231196.890625
2158,242343.578125
2159,218863.75
2160,169176.078125
2161,242626.953125
2162,424375.90625
2163,354393.5625
2164,252989.65625
2165,188808.28125
2166,145017.5
2167,221414.59375
2168,201930.34375
2169,196657.796875
2170,218278.1875
2171,144856.03125
2172,130163.171875
2173,159641.875
2174,237660.4375
2175,303172.25
2176,334114.28125
2177,245158.390625
2178,211459.28125
2179,142335.171875
2180,219555.09375
2181,191574.171875
2182,212012.453125
2183,191220.703125
2184,133859.671875
2185,117845.078125
2186,143337.546875
2187,152883.0625
2188,152214.09375
2189,248056.03125
2190,78064.53125
2191,83331.0
2192,90725.5625
2193,98790.7109375
2194,96959.078125
2195,116881.7265625
2196,97137.8203125
2197,115164.015625
2198,156062.921875
2199,166037.390625
2200,146902.390625
2201,150770.828125
2202,210477.90625
2203,173282.984375
2204,193287.53125
2205,129705.1328125
2206,151219.640625
2207,212064.3125
2208,248389.25
2209,215872.3125
2210,122847.0703125
2211,117678.3515625
2212,110276.6015625
2213,98306.78125
2214,133362.671875
2215,101732.171875
2216,138546.703125
2217,70157.4765625
2218,62413.0078125
2219,56407.43359375
2220,62287.1875
2221,329423.46875
2222,248854.84375
2223,281528.21875
2224,217949.125
2225,129662.9453125
2226,177943.0
2227,193900.484375
2228,274447.6875
2229,243095.15625
2230,149832.40625
2231,216714.203125
2232,179537.734375
2233,180740.640625
2234,252309.5625
2235,212440.578125
2236,272396.53125
2237,360864.5
2238,209001.046875
2239,115203.15625
2240,160685.6875
2241,158707.921875
2242,128849.28125
2243,119340.7890625
2244,101920.5859375
2245,101290.9765625
2246,145090.0625
2247,112728.109375
2248,124807.7109375
2249,129030.453125
2250,133850.46875
2251,134872.671875
2252,170913.359375
2253,154611.140625
2254,178724.875
2255,188851.40625
2256,187682.21875
2257,199203.625
2258,171629.234375
2259,175843.734375
2260,160695.140625
2261,189646.140625
2262,211403.1875
2263,342542.78125
2264,442753.25
2265,185959.640625
2266,306877.28125
2267,391121.28125
2268,390538.40625
2269,150930.5625
2270,188273.796875
2271,224046.453125
2272,199745.421875
2273,162576.359375
2274,177192.015625
2275,164642.6875
2276,185994.859375
2277,179939.4375
2278,145867.078125
2279,129127.9765625
2280,118650.4375
2281,169693.640625
2282,186185.25
2283,101048.0859375
2284,109218.046875
2285,148148.78125
2286,124716.078125
2287,355288.78125
2288,278755.96875
2289,396126.84375
2290,479686.5
2291,325270.875
2292,431824.53125
2293,512738.15625
2294,422307.46875
2295,471313.09375
2296,287691.71875
2297,316029.25
2298,307708.4375
2299,424339.65625
2300,326850.125
2301,279453.34375
2302,236472.0625
2303,241630.296875
2304,241523.9375
2305,178648.6875
2306,175664.40625
2307,183283.6875
2308,221565.9375
2309,282781.96875
2310,218170.890625
2311,195956.84375
2312,179315.234375
2313,177004.828125
2314,172249.59375
2315,177955.359375
2316,195419.9375
2317,182842.453125
2318,178807.921875
2319,180219.796875
2320,181586.84375
2321,241171.265625
2322,175278.390625
2323,185395.84375
2324,167359.359375
2325,207884.28125
2326,166164.671875
2327,213238.203125
2328,227865.078125
2329,185202.765625
2330,175737.328125
2331,357302.40625
2332,428920.0625
2333,318090.96875
2334,258227.9375
2335,262846.28125
2336,332048.03125
2337,198144.875
2338,283432.34375
2339,215975.8125
2340,406754.0
2341,214669.5625
2342,235529.609375
2343,221413.515625
2344,232419.96875
2345,238884.953125
2346,226182.96875
2347,201560.109375
2348,236214.140625
2349,170661.59375
2350,294884.84375
2351,258837.953125
2352,246166.03125
2353,236526.90625
2354,135406.40625
2355,152862.609375
2356,152411.171875
2357,197123.625
2358,197121.546875
2359,126178.6953125
2360,119637.53125
2361,138812.265625
